featureid	Intercept	C(mouse_type, Treatment('control'))[T.vancomycin]	C(mouse_type, Treatment('control'))[T.wound]
GO:0004632	-1.4852884992360895	1.8046481032214867	0.3144568368095655
GO:0004633	-1.463230012297613	1.7810763735614525	0.2906288667816419
GO:0004634	1.6666375414133245	0.443661304219793	0.8490111096996564
GO:0004635	0.5510176435709173	-0.19131615568773874	0.6996225579876203
GO:0004636	0.2880455271005804	-1.388240871921946	0.44372579597418493
GO:0004637	1.5816069856882269	-0.17069406618254312	0.5962419822115201
GO:0004638	-1.3717521413564508	0.9006946105800377	-0.26980040825421625
GO:0004639	1.0595377699136908	-0.12147588838713297	0.6857103272575635
GO:0004640	0.1690720335245306	-0.07153975029366144	0.45882060520832724
GO:0004641	1.4149736181497747	-0.08082248453872332	0.6592415212888021
GO:0004642	2.3401435629129583	0.05220756868941656	0.7056632056135435
GO:0004643	1.971585275292414	-0.8326792698063148	0.4402684881586332
GO:0004644	0.6901913896799261	-0.032202608854342785	0.6775607108372945
GO:0004645	1.5604010835886175	-0.2749559562362922	0.5731993257302541
GO:0004647	-1.4348314985036676	1.2487291712604272	-0.7813963130813342
GO:0004648	-1.3217915281057184	0.9493004698596703	1.1605364247459669
GO:0004650	3.1050471678972418	-2.4198508839763893	0.33834880732481665
GO:0004652	-1.8165196164846247	0.8777392525516259	-4.033259792695592
GO:0004654	0.6309503332376654	1.110894860728811	1.3068360253471631
GO:0004655	-1.3169530614614313	1.3722855467639672	0.4770754962462682
GO:0004657	2.672752322316187	-2.412995634571482	0.30410657965128607
GO:0004659	-0.5765594228505915	-0.3134955446876777	0.6886378093857068
GO:0004664	1.2260814920664007	0.19537350724561087	0.7461433424848813
